Professor Name,Rating,Comment
Rong Ge,5,"one of the best CS professors I have ever had. 330 content is very difficult to understand; however, Rong breaks things down and makes them as simple as possible. his lectures are clear and easy to follow. he records lectures so you can go back and review easily. grading policies are fair. highly recommend him for 330!"
Rong Ge,5,Best CS professor in the department if you dont consider ola
Rong Ge,5,"Incredible professor. Extremely clear lectures and super helpful. If he is teaching ANY course, do not hesitate to enroll."
Rong Ge,5,"He was a pretty good professor and gave you the tools to succeed - you just had to put the time in and probably go to office hours for help with the homework. By nature 330 is a difficult class, but it wasn't too bad with Rong. With all that being said, he is an excruciatingly boring lecturer and class attendance was probably at around 25%."
Raluca Mihaela Gordan,4,"Dr. Gordan was a fantastic professor. CS260 was a tough class, but actually going through the exercises and assignments provides the bulk of learning. There are no exams or quizzes, but lectures are integral to keeping up with the course. Dr. Gordan was great at clarifying murky concepts, and maintained strong out-of-class accessibility."
Alexander J. Hartemink,4.6,"The grade is mainly from 7 problem sets (no exams). The first 2 are insanely difficult, and after that it becomes quite manageable. This is a compliment, but if I Hartemink wasn't such a great prof, I definitely would've dropped during the first month. He's caring, super clear, INSANELY smart, and just a great guy. Hard class, but very rewarding!"
Alexander J. Hartemink,4.6,"Absolutely brilliant professor who knows how to teach and break down concepts into digestible chunks. Problem sets can be long, but you're given 2 weeks to complete each one. As long as you make good use of office hours and attend lectures, you'll be fine. Probably the best professor I've had at Duke. "
Alexander J. Hartemink,4.6,"He is a great professor and a great person. He is brilliant and has a way of relating everything (even real life stuff) back to bioinformatics/ML. I genuinely enjoyed his class. Beware that he uses a weird ""negative"" grading scheme, where you start with a 100 and keep getting points taken off for every mistake. Make sure to cover your bases on HW."
Alexander J. Hartemink,4.6,"Not impressed with this professor or the class. The class consists of ten HW assignments that are so harshly graded and subsequently curved that you really don't know your final grade until it's released. I think I would have liked this class more if it wasn't so theoretical, especially since BIO 201 is the only prereq listed for this class."
Alexander J. Hartemink,4.6,"This guy is a genius. He triplemajored at Duke and then went to Oxford and MIT. Now he teaches us really interesting algorithms and bio concepts and I have learned so much in this class. I do not like bio at all but from a CS perspective, it is fascinating. 10 problem sets are the whole grade, and TA help is a must. It's a lot of work, but worth it"
Alexander J. Hartemink,4.6,"Professor Hartemink is incredible. Not only is he impressively smart (the guy has like five degrees), but he is a talented teacher as well. Note: While some say his CS260 class is hard, what they really mean is that it is a lot of work. It's actually quite easy to a good grade in (no tests, no midterms, no final, just 7 coding problem sets)."
Alexander J. Hartemink,4.6,"A really incredible professor. His lectures are engaging and he is very passionate about what he teaches. He is amazing at explaining things and I always looked forward to class. Super nice guy and very, very smart. Pretty tough class but I felt like I got a lot out of it, I actually like his philosophy on challenging you and making you think."
Alexander J. Hartemink,4.6,"Absolutely top quality lecturer. I've gone to a lot of CS lectures in my time, and his is by far the best. Unfortunately, the grading on the assignments can be vague and frustrating."
Alexander J. Hartemink,4.6,"Hartemink is probably my favorite professor I have ever had. His class is tough, but it's super rewarding if you put in the work and start your assignments early. He is a fantastic lecturer and always explains things so plainly. He also really cares about his students, too, though maybe not necessarily their grades. This is the best class!"
Alexander J. Hartemink,4.6,"Hartemink is a really smart professor who does a good job of keeping you interested in lectures. Positive grading really isn't as bad as most people here say, you might get docked a few points on a couple assignments because of it. Be prepared to work, the homeworks are extremely long and require a decent amount of bio and CS knowledge"
Alexander J. Hartemink,4.6,"Smart guy and good at lectures, but assignments were often vaguely worded and usually required 25+ hours in order to finish. His grading system only gives you points for saying specific words, so you end up writing 500+ words per sub question to ensure that you don't lose any potential points. Audit the class if you can just for the lectures."
Alexander J. Hartemink,4.6,"Best cs professor I've ever had, he makes complicated concepts easy to understand. But despite having no exams, this class is NOT EASY. Analysis portions of bi-weekly homeworks are super open-ended, and he expects you to hit points that aren't explicitly stated in the question. Even going to office hours doesn't guarantee you'll get everything."
Alexander J. Hartemink,4.6,"Great course, and you learn a lot. Be wary though, it is very difficult to do well on the assignments because of his ""positive grading"" approach. If you do not hit on every point, even if it is not explicitly asked for in the question, you will lose points."
Alexander J. Hartemink,4.6,"hartemink is really smart, so his lectures and personality get really pedantic and condescending. the questions on the homework can be open-ended so they only give you points if you write exactly what they want. there's also a participation grade where you basically post on piazza and go to office hours and hope you get full participation credit"
Alexander J. Hartemink,4.6,"One of the best professors I had at Duke. Although he's a compsci professor, I took his Ethics class and he provided pretty interesting insight. He is well-organized and clear about what he expects from his students, but also open and caring to hear and learn new ideas. Highly suggest taking a class of his!"
Alexander J. Hartemink,4.6,"Best professor I've had at Duke. AMAZING lecturer, funny, nice and super distinguished, but genuinely cares about teaching undergrads. Answers every Piazza question win 24 hours. No tests, all Psets. Go to lecture or you're screwed. If you go to class and office hours, Psets are completely doable. Loved this class, it was really rewarding."
Alexander J. Hartemink,4.6,"This is probably the best class I've taken at Duke. Intellectually engaging, interesting, fun. We got into some pretty difficult material but he makes it so clear that as long as you go to lectures and listen, you will be fine. This class helped me understand my other classes better- couldn't recommend enough!"
Alexander J. Hartemink,4.6,"Possibly the smartest professor at Duke period (Triple Major in Econ CS and Math at Duke, Rhodes scholar, Oxford Masters in Econ and Masters and Ph.D in ECECS from MIT). He's truly excited by his work and takes a genuine interest in teaching, something that few professors at his level do.  He manages to elucidate very difficult concepts. "
Alexander J. Hartemink,4.6,"So chill. Just do prob set and you will be fine. I heard it was hard for some people. If you are a CS major, it will be pretty straightforward (especially if you have taken algorithms or intro to programming). Perl is not too bad, be sure to use EPIC debugger. It will make your life easier."
Alexander J. Hartemink,4.6,"One of the best professors at Duke. Bioinformatics is a challenging and diverse class that requires a lot of time commitment, especially when biweekly psets are due. However, Alex makes it extremely cogent and clear (if you go to class). Programming isn't necessarily too difficult in this class; however, perl can be hard to pick up."
Alvin R. Lebeck,3.9,"A smart guy with a good personality. On average, students received 2 assigned readings, 2 quizzes, & 2 labs each week, & a project every other week. Two midterms and a final (for the most part they were fair). The TA's really run this course. Attendance is basically mandatory because although they post the lecture slides, they do so w/o the answers"
Alvin R. Lebeck,3.9,He explains things clearly and is happy to engage in teaching. Recommended because he knows his things very well.
Alvin R. Lebeck,3.9,"Really great lecturer, especially when considering the quality of most CS lecturers after 201. Knowledgeable and approachable. Don't know why other reviews say he is dry -- you want him to be a clown or something? He covers the materials well, explains & connects topics, and has great pacing -- always finishes the slides without it feeling rushed."
Alvin R. Lebeck,3.9,"One of the more boring lecturers I've had while at Duke. Some of his lectures felt irrelevant to the course content, and it just became a scramble to learn the content by yourself or from TA's. Loved the fact that he used discussion as a pseudo office hours. Other than that, wouldn't recommend anything else about this course. Just take 250 instead."
Alvin R. Lebeck,3.9,"This is definitely a hard class, but Professor Lebeck does a really good job at explaining the concepts well. The homework takes forever, but if you put in the time and go to office hours you'll do well. I learned a lot and found the class very interesting."
Alvin R. Lebeck,3.9,"This is for his special topics course (CS 590 Parallel Computing). He's a decent lecturer, using decent slides from other professors. But, he offers very little help on the homework, so you have to do a lot of work yourself to figure them out. The workload was above average. While I have learned a lot, the class was very mediocre/average overall."
Alvin R. Lebeck,3.9,"I've done the best I've ever done in his class; very clear with what he is looking for. You have to work hard, but he is understanding and will help if you put in work"
Alvin R. Lebeck,3.9,"The material by nature is kind of dry, but he does a good job of explaining it clearly. The TAs are very helpful. But make sure you start the homework early!! Otherwise there will not be enough people to help you and you will be overly stressed for no reason. Overall, this class is definitely doable and Lebeck is a good professor."
Alvin R. Lebeck,3.9,"Handled COVID-19 by far the best out of all my professors, he was able to get the class material across effectively while also being very accommodating to students"
Alvin R. Lebeck,3.9,"This was a very hard class for me, especially the first half of the year. 3/6 projects were extremely difficult imo, tests weren't bad. Going to OH for projects is essential imo. Very good communicator, cares about his students, one of the better lecturers in the CS dept imo. Handled covid situation the best out of all my profs."
Alvin R. Lebeck,3.9,"CS250 at Duke is pretty standard - it's a lot of work no matter the prof. What differentiated Lebeck for me was how he handled Covid-19. He beefed up office hours, got rid of assessments, and made hidden tests visible to make our experience at home a bit easier. Easily one of the most caring profs I've ever had, and mad respect to him for this."
Alvin R. Lebeck,3.9,This professor is a god.
Alvin R. Lebeck,3.9,"Lebeck was a very accommodating professor and a clear lecturer. He genuinely cares for his students and wants us to do well. He made the tests very doable and straightforward to make up for the fact that the pset are quite hefty. The class is a considerable amount of work; however, this is just how the course is taught at Duke."
Alvin R. Lebeck,3.9,"Prof. Lebeck is a solid professor. While this class is definitely tough, he truly tries to help students get through it, and cares about his students. It's a large step up from CS201, which is why lots of students complain about it. However, I started off this class with the same perspective, but after changing my outlook it ended up alright!"
Alvin R. Lebeck,3.9,People complain about his class because its the first real CS class they take (201 doesn't count). It's honestly not that hard. Professor Lebeck is a solid professor. He knows his stuff in and out and is good at explaining concepts. I would take the class again with him no problem.
Alvin R. Lebeck,3.9,"Second rate class taught by a second rate professor part of a second rate CS department. Do not take this class, or the major, unless you want to become a computer scientist."
Alvin R. Lebeck,3.9,"Lebeck some flack on here because it is, to be fair, a difficult class with a lot of work. However, Lebeck is probably the best lecturer in the Compsci department I've had and wants people to do well. Homeworks are long and difficult, but he has clear grading criteria and the class is very organized. If you have to take 250, take it with him."
Alvin R. Lebeck,3.9,Class is a lot of work but Lebeck is a very clear lecturer
Alvin R. Lebeck,3.9,"250 is just a hard class, not Lebeck's fault. He's a fine lecturer and does his best to make the content not dry. He's a great guy and wants the best for his students, but also expects them to work for it. Enjoyed taking the class with him."
Alvin R. Lebeck,3.9,"CS250 is not a class you can just breeze by. While some parts of the homeworks this semester were harder than previous years, it was offset by easier exams. I wouldn't hate on Lebeck, as he's truly trying to teach the material. Lectures are a bit dry, but that's sort of expected. People shouldn't hate on the prof, the material is just hard."
Matthew Lentz,5,"Lentz is a great professor- he is always clear and transparent about his work and the class so you're never kept guessing about what will be tested or how you will be graded, which I appreciate. No surprises, and lecture is clear with some good examples. "
Matthew Lentz,5,"Pedagogically UNMATCHED. If you are a CS major, Lentz is a must-have. Don't let his relative newness to Duke deter you! He's incredibly knowledgeable and wonderful at communicating complicated material in an easily understandable way. Duke is lucky to have him - get this guy tenure immediately!"
Matthew Lentz,5,good teaching. Very accessible outside of class and extremely clear  when talking about the content.
Matthew Lentz,5," Dr Lentz was an absolutely incredible lecturer who made Operating Systems, famously one of the hardest classes in CS, easy to understand, interesting and accessible. If you want to deeply understand how systems works, with the underlying tradeoffs and mindsets involved, with a really good lecturer, go for his courses."
Matthew Lentz,5,"I loved Prof Lentz's class. He consistently goes the extra mile to help outside of class, and he treats you like an adult. Late policies were strict, but his teaching was fantastic. Every class we would dissect 1-2 of the most important research papers in Secure Systems Engineeringpublished anywhere from 1970 to 2021. Take his class if you can."
Ashwin Machanavajjhala,2,"Ashwin is knowledgeable but his lectures are not very engaging. At times he seemed a bit indifferent and unapproachable. This course was a mess logistically with unclear deadlines, slow grading/feedback, and Piazza questions left unanswered even as due dates passed. 216 is an easy class, just keep up with HW and project deadlines to get an A."
Ashwin Machanavajjhala,2,This class is bad and Ashwin is bad. Lectures were bad. Assignments were unclear. Policies were inconsistent. Final poster presentation was horribly inefficient and a colossal waste of time. I genuinely wish I didnt pursue a CS minor because of this class.
Ashwin Machanavajjhala,2,"He really knows his stuff, but he doesn't seem to care too much on the teaching. He could've done much better."
Ashwin Machanavajjhala,2,"Extremely disorganized. Terrible feedback and unclear grading criteria. That said, it is an easy class, just don't expect to learn much"
Bruce Maggs,4.3,"Maggs is really funny and since he didn't write the slides, whenever he doesnt understand something he'll tell a funny story until he understands what's going on. Midterms are easy, projects take some time, and he had an optional final."
Bruce Maggs,4.3,"Professor Maggs was a very enjoyable professor. His lectures were entertaining and he tried to incorporate more applicable, real-world information though occasionally he didn't know the slides super well as he didn't write them. Tests were very fair and off lectures/projects. The projects did take a solid amount of time, make sure to start early!"
Bruce Maggs,4.3,"Maggs' graduate course on computer security was easier than almost all of my CS classes taken at Duke. Midterms were extremely easy, and we had 2 assignments that took maybe 10-20 hours each. The final was a group paper on basically anything we wanted related to computer security. He comes with good stories, and is generally lenient."
Bruce Maggs,4.3,Very interesting class and Prof Maggs is great at explaining the material while also keeping classes fun. Lenient grading. 
Bruce Maggs,4.3,Dude is a total chiller. Founder and current VP of Security at Akamai. Often wears Hawaiian shirts. 
Bruce Maggs,4.3,"Mid1: two questions were hard, others amazingly easy.Mid2: every question was easy.Final: pretty hard, but manageable. That said, the things you learn are hard. I've heard his curve is pretty good, though he doesn't specify it. He's really laid back and funny, but he doesn't use notes when he teaches so sometimes he gets lost during the lectures."
Bruce Maggs,4.3,"Bruce Maggs is amazing. Distributed Systems was the best class I've taken at Duke. For someone with so much experience in the space, he is really good at explaining it. He also chooses very interesting and relevant topics to teach. His stories about industry are also awesome."
Bruce Maggs,4.3,"Funny and keeps class entertaining. Homeworks are a bit challenging, but he is easily accessible at office hours. Tests and final were absurdly easy"
Kamesh Munagala,3.2,"Kamesh is a good lecturer and very passionate/knowledgeable, but he does go pretty fast and his exams are difficult. I spent a lot of time working on the homeworks (which were thankfully done in groups of up to 3) and reviewing for exams. You'll learn A LOT, but this is more of a pure math course than a CS course tbh. Lectures are recorded yay."
Kamesh Munagala,3.2,"Honestly, didn't expect I would have been spending much time on this course, but turned out tests got tougher throughout the course. The course starts off very easy, but accelerates in difficulty. That said, the professor seems to really like what he teaches. This course is not CS, not a pure math course. If you don't like math, don't take."
Kamesh Munagala,3.2,"Solid class. Learned a lot, and Kamesh was very good at presenting material."
Kamesh Munagala,3.2,"One of the best courses I've ever taken. Course materials are super cool and lectures are clear. Wonderful professor, this is Duke after all!"
Kamesh Munagala,3.2,Solid
Kamesh Munagala,3.2,"Kamesh either has no clue what he's doing, or he doesn't care about undergrad education at all. Either way, he is one of the many massive embarrassments that Duke's CS department so deeply suffers from."
Kamesh Munagala,3.2,"This is the worst professor I've had. There were two midterms and a final. In both midterms multiple students received around 10-15 +points when they submitted regrade requests. But, this was not allowed for the final. The professor is unaccessible, lacks communication skills, and doesn't care about his students at all. Not Duke calibre."
Kamesh Munagala,3.2,"Clearly knows algorithms inside and out, but not good at communicating with his students or helping them understand. Expectations were often unclear. Not a professor you need to avoid at all costs (he teaches the classes you have to take for the CS major anyway, so it wouldn't matter if he were), but definitely not one to seek out either."
Kamesh Munagala,3.2,"Everything I learned in this class, I taught myself by reading the textbook, reading tutorials online at GeeksforGeeks, or watching youtube videos explaining problem-solving techniques. Proofs for algorithms covered in lecture were often extremely weak and provided no insight. Any questions asked in lecture were often given convoluted answers."
Kamesh Munagala,3.2,"HORRIBLE PROFESSOR. Cannot teach. Gives NO advice on how to do well. Tests are not related to homework. Lectures are not helpful because professor makes vague implications and assumes ""it works"" without details on why it works. Grading is very sketch. Arbitrary points that are not consistent among students. Would NEVER take again. Very bad prof."
Kamesh Munagala,3.2,"He's smart and clear in lecture. His tests are hard but people still somehow manage to get 100's on them, so they can't be that bad (avg. is around 70). I will say that the tests are usually harder than anything you've seen in the homework and there's usually a curveball. Interesting class overall. "
Kamesh Munagala,3.2,"Very smart professor, knows a lot about algorithms and applications.  I found him to be good at explaining, but he expects a lot from the students. He goes in depth and proves everything, beyond what you need to know for tests.  The homeworks, rather than the lectures, prepare you for tests."
Kamesh Munagala,3.2,Great professor and incredibly smart. Fair grader and patient and very clear explainer. Not very enthusiastic becuase he prolly does not feel that the students are enthusiastic (which is not his fault)
Kamesh Munagala,3.2,"Lectures can be dry and difficult to follow, but that's mostly due to the material, not the professor.  Sometimes I felt like the info from lectures and the textbook wasn't enough to solve all the exercises in the homework.  Grading is fair."
Kamesh Munagala,3.2,He is very smart person but that does not mean he is a good teacher. He is too smart to teach people. His lecture is very boring and I found that people often have trouble to understand the course material from his lecture.
Kamesh Munagala,3.2,"Amazing teacher! Very smart. Presents hard material in a very clear and interesting way. You learn a lot, but the work-load is relatively light. One of the best teachers I've ever had."
Kamesh Munagala,3.2,a bit of a jerk and very full of himself
Kamesh Munagala,3.2,No Comments
Kamesh Munagala,3.2,No Comments
Kartik Nayak,2.8,"As a prof I genuinely liked Kartik. He was  passionate about the topics, knew a ton about the history of computer security which lead to many interesting tangents, and obviously cared for his students. A solid, well-meaning professor. However, the quizzes were insanely hard, labs were tedious and long, and grading criteria was often unclear"
Kartik Nayak,2.8,"Let me start with the good stuff. I think he cares about his students, he knows everyone by name and open to questions in class. I've definitely had way worse lecturers than him in the cs department. He is enthusiastic in lectures. However, the quiz questions are very vague. It's almost like he wants you to exactly know what's going on in his head."
Kartik Nayak,2.8,"Honestly avoid this class at all cost, useless office hours by the professor and TAs, and the labs are extremely hard that the lectures or any resources they give you will not help. Each lab requires googling for hours for anything remotely relevant. Worst class I've taken as a CS major by far."
Kartik Nayak,2.8,"Extremely disappointing class. The lecture topics are interesting but the professor's explanations are extremely unclear to the point that if questions are asked to clarify the content, the class will literally never end. Also gives out difficult quizzes that are beyond the content of the class (a consensus amongst all the students)."
Kartik Nayak,2.8,"This course is graded on very few assignments, and the grading criteria is extremely unclear. The final project is worth most of your grade, and the instructions for it are so minimal that its impossible to tell whats expected from you. The lectures were very interesting, but not worth the ambiguity."
Kartik Nayak,2.8,A really great lecturer and provides so many interesting real world examples of the topics taught in the course. The labs created in the course were also very cool and quite fun to complete also. At the end there is a final project and I learned lots of interesting things from other students.
Kartik Nayak,2.8,Very fun and interesting class. Assignments are mostly labs and as long as you attend lecture you'll be fine.
Kate OHanlon,2.4,"She gives long rambling lectures, and when asked questions, she gives extremely vague and sometimes incorrect answers. There are quizzes every day of class, often with confusing wording. The only that kept me from completely failing this class was the fact that the TAs know what they are talking about (any of them could teach better than the prof)"
Kate OHanlon,2.4,Class is hard to understand because the professor clearly hasn't mastered the material. Has difficulty answering questions in lecture and often provides vague or incorrect answers. Very annoying in-class quizzes every lecture and the questions/answers are extremely ambiguous. 
Kate OHanlon,2.4,"Most difficult class of my entire life. She never once answered any of my emails, even when other professors for this class told me to email her, and even when she emailed me first to ""offer resources"". Clear disregard for if students do well and most students assumed they would fail out due to the 40-50% averages on exams. Do not take this class."
Kate OHanlon,2.4,CS 230 is probably one of the easiest classes that I took during the summer. People complain that it's hard but it's probably because they don't listen during the lectures. Class is literally trivial but also very interesting.
Kate OHanlon,2.4,"Do not take a class with O'Hanlon if you can help it. She is a mediocre teacher at best. Disorganized, she makes big changes to grading and exams last minute, including taking points off for something. In my class of 50 last summer, over 50% signed a petition to the Dean to make the class S/U because of how disorganized and chaotic everything was."
Kate OHanlon,2.4,"The guidelines of this class were very clear right from the start. A lot of people complained, but honestly, I felt that they weren't really willing to work for it since we were at home. This is a CRUCIAL class for the CS major, and it's not something you should just be able to get by. It's work, but it's interesting, and Kate is really helpful."
Debmalya Panigrahi,3.3,Excellent lecturer. He explains things coherently. Homework is hard but exams are much easier and curved. A recommended version of 330.
Debmalya Panigrahi,3.3,"Dr. Panigrahi is an incredibly talented lecturer who is able to explain advanced topics clearly. He engages the audience well and asks thought-provoking questions to reinforce material. Exams and homework are quite challenging, but the class is curved. Course is administratively run poorly, but that's not a reflection of his ability as a teacher."
Debmalya Panigrahi,3.3,"Lectures were disorganized, notes were sparse and hand-written (very difficult to understand), homeworks are grueling, and office hour waits are 2+ hours. Prepare to learn most of the content on your own."
Debmalya Panigrahi,3.3,"A poor lecturer overall, and a poorly designed class. Very disorganized, professors took weeks to get exams back to us. Sometimes the homeworks had mistakes that affected our answers. Co-taught with Rong Ge, who was a better lecturer. Overall a very time consuming and difficult proof-based class"
Debmalya Panigrahi,3.3,"Not sure why Panigrahi's ratings are so much lower than Ge's - they co-taught the course and you don't know who decided on the harsh grading!!! Yes, 330 is difficult and didn't transition well online with long OH queues, but Panigrahi himself was a solid lecturer who taught very difficult concepts well. He is also kind and very open to extensions."
Debmalya Panigrahi,3.3,"I took the class Fall 2020, the first semester online. You need to make time for office hours (go earlier in the week, I recommend doing hw friday through sunday), and really think about the classwork on your own time, and work on comprehension instead of just fact digestion. I think if it clicks, its an easy class (I hated 250, but 330 was great)."
Debmalya Panigrahi,3.3,"Decent guy but very unclear, hard to understand, and grades difficulty. Not very understanding. Take class with just Rong Ge or another professor who cares more and explains clearly."
Debmalya Panigrahi,3.3,"Algorithms are one of the most important things you can learn in CS. Too bad the online version of class is uninspiring, difficult, and run by overworked TAs. Lectures are unorganized and overcomplicate simple concepts. In order to even understand the homework, you have to go to office hours. Professors are so out of touch it's embarrassing."
Debmalya Panigrahi,3.3,"Listened to student feedback after grades were curved down originally. I thought he was a much better lecturer than Rong Ge, and he had a great grasp of the material. Homework takes a lot of time each week, and take home exams (during covid) took hours and hours each time. Definitely learned a lot though"
Debmalya Panigrahi,3.3,"Professor Panigrahi (co-teaching with Professor Ge) was an okay lecturer and explained the concepts to a certain extent. Some clarifications, whether it be through office hour TAs or synchronous lectures, were needed to clear up the confusions through some parts that were touched on but not elaborated on. Very understandable with long exam slots."
Debmalya Panigrahi,3.3,"I took both 230 and 330 with him, and as a senior I think he's probably the worst professor I've had at Duke. His explanations are useless (pro-tip: yt channel ""Stanford Algorithms"" is amazing for 330 instead) and confusing, hw and tests are much harder than other profs (like donald for 230), and he dgaf about students (curved down during covid)"
Debmalya Panigrahi,3.3,Avoid if you can. Curved CS 330 (a harder class) students grades DOWN during covid times to fit his preferred percentiles. Way to punish everyone who tried harder this semester.
Debmalya Panigrahi,3.3,"230 is definitely not an easy class with Panigrahi, but he makes the learning worth it. Once you get past the slight accent, his lecturing is one of the best among CS profs at Duke. Step by step, logical, and comprehensive. Cares 100% about helping you understand the material. Homeworks are tough but TA's are super accessible and willing to help."
Debmalya Panigrahi,3.3,his lectures were very boring an hard to follow. the homeworks and test were ridiculously hard. the only positive is he will recognize your effort if you try really hard.
Debmalya Panigrahi,3.3,"This professor was substituting for Dr. Ge for CS 330. I really enjoyed the lecture he gave and he kept the students engaged by asking questions and explaining everything. No clue how he is overall as a teacher but based on the one lecture, I feel like his rating should be better."
Debmalya Panigrahi,3.3,"Like a few of the other comments said, if you take 230 with him you'll have a much worse time than with any other prof. Most of the content we covered was never covered in any other 230 prof's class (or even my friends at Stanford/MIT's discrete math courses) because it went so much deeper into the material."
Debmalya Panigrahi,3.3,CS230 in the past has been a bit of a joke class but Panigrahi (who usually teaches 330) decided it needed to be upgraded and made it a very difficult class that was quite confusing and not fun at all. His lectures were just him saying things and not explaining the concepts.
Debmalya Panigrahi,3.3,"Professor Panigrahi did a good job of tackling 230, given that Duke is trying to make it a more rigorous class than the joke it was before. His lectures were clear and straightforward and he made sure people could always ask questions/clarifications. Weekly HWs that were graded a bit tough, but very fair midterm/finals."
Debmalya Panigrahi,3.3,"His lectures are alright, but his tests were ridiculously hard compared to other 230 professors. Our midterm averages were in the 50s and 60s, which is way lower than any other semester. The homeworks are difficult and he just makes the class absurdly hard for no reason. Do not take 230 with him."
Debmalya Panigrahi,3.3,"A truly amazing professor. He really care about his students and is always available if you reach out. You have to work for a good grade in his class, but you will definitely learn a lot."
Ronald Parr,2.7,"Simple grading scheme: 30% Midterm, 30% Final, 40% HW. Lectures are super dry, mathematical, and boring, but the tests emulate the much easier optional discussion worksheets so go to those. Parr is a great guy who really does try and care, his lecture style is just dry."
Ronald Parr,2.7,"Ron Parr is a really nice guy that cares about his students. However, I found that he spent a little too much time during lecture explaining the philosophical meaning behind algorithms at a high level rather than rigorously walking through examples to further our understanding of them. Overall, not the worst class I've taken, but not fantastic. "
Ronald Parr,2.7,"I would rather get run over by a semi trailer than take this class again. The lectures are incredibly boring and I learned NOTHING from them. I would drink a redbull before each class but I still fell asleep and the slides are impossible to follow on your own. I have never regretted taking a class so much, DON'T TAKE UNLESS YOU ABSOLUTELY HAVE TO. "
Ronald Parr,2.7,"The content itself isn't the hardest but the prof's lectures are ridiculously bland and difficult to follow. The slides themselves are impossible to parse by themselves, there's no recordings so if you miss something you're done. Ended up getting taught by TAs. Take this only if you're good at learning out of a textbook"
Ronald Parr,2.7,"The class topics are interesting, albeit math-heavy/theoretical, he's a fine teacher and explains concepts well, and the projects are rewarding though difficult. What I will say is that Parr is very dismissive of students. I've noticed that he can be very disrespectful on the Ed forum where we're encouraged to ask questions if we're confused. "
Ronald Parr,2.7,"While Parr's lectures were often dry and can be boring to follow along to, he definitely showed a lot of care to his students and tried to make each class engaging. I also felt he managed to explain the course concepts well enough for me to get a good grasp."
Ronald Parr,2.7,"This class is horrible. For what should be an interesting topic, the lectures are unbelievably boring and the assignments are impossible to follow. It is all math/proof based and there is nothing practical about it. I 10000% regret taking this class."
Ronald Parr,2.7,"this class isn't practical at all, most of the content we are learning seems irrelevant and so boring. It is much more math heavy and proof based than I thought and I'm honestly so uninterested in this class I don't care what grade I receive at this point. "
Ronald Parr,2.7,"The content is much more mathematical and proof-based than I expected, and it needs to be more practical. The lectures are very dry and unexciting despite the content being interesting. Professor Parr is a nice guy and pretty approachable but I don't think his teaching style is suitable for undergrads."
Ronald Parr,2.7,"Professor Ron Parr is definitely the top 1 most patient professor I've had at Duke. For COMPSCI370, the assignments are comparatively easy if you've taken CS201, and Professor Ron Parr is very receptive to student opinions and explain everything in great detail in lectures."
Ronald Parr,2.7,"Prof. Parr is a nice person but his lecture is confusing and dry. A LOT of typos in homeworK, and students needed clarifications throughout the midterm. Not accessible outside class, somewhat intimidating during office hours. Comparing to other STEM professors at Duke, I don't think he cares a lot about or understands undergraduate students. "
Ronald Parr,2.7,"The content is extremely outdated, nothing relevant/applicable to work you will do in industry jobs. There is very little assistance from the professor/TA. They barely answer Ed posts, their homeworks/tests are riddled with typos. They copy their assignments + return homework weeks after submitted, even after next homeworks are released."
Ronald Parr,2.7,"Least favorite professor at Duke. Lectures are confusing and slow. HWs are long just because they are confusing. Gradings are harsh. He is a nice person but not a good professor [too many typos in the HWs, slow responding to questions, not reachable after class]. "
Ronald Parr,2.7,"Dr. Parr was very accommodating and generally a nice person to have as a professor. However, his lectures were a bit dry, but that was at least partly due to the course being online."
Ronald Parr,2.7,"Im torn on RP. Hes an adequate lecturer, not super clear or engaging. He seems to really care about students and is always willing to help, both inside and outside of class. But some administrative things were subpar. HW (and online exams) often had typos and were graded somewhat slow, though grading was generous. Overall, more pros than cons"
Ronald Parr,2.7,"Was a little scared from the other reviews on here but Parr is solid. HWs are long and sometimes wording can be unclear, so going to OH is almost mandatory. In general though, you learn a lot and Parr does a good job of keeping lectures engaging by putting on a different costume for each one. Textbook is really helpful. Time intensive class."
Ronald Parr,2.7,Prof. Parr is a beast. Intro to AI was super interesting and the lectures were really good - prolly one of my favorite classes and favorite profs
Ronald Parr,2.7,"Material incredibly cool. And take it with Prof. Parr if you want to learn a ton about AI. BUT if I hadn't dedicated a lot of time to it (including doing over half the readings), I would not have done well in this class. Very smart, willing to explain things. Lecture too fast for me sometimes. CS330 helps. Know what you're getting into."
Ronald Parr,2.7,"The other ratings had me so nervous to take this class but he is an amazing professor. He truly knows what he is talking about, he is always ready to give help and is great at understanding what the confusion is. The homeworks are hard but if you start as soon as they come out and go to OH you will be fine! He was also so understanding about covid"
Ronald Parr,2.7,"He's very knowledgeable about what he's teaching but demands a lot and assumes you will know a lot coming into the class. Homeworks are very involved and take forever, with both coding and written math portions. Grades harshly and very difficult material; don't take this class if you're taking a couple other demanding classes, it won't be fun"
Susan H. Rodger,2.7,"CS342: Although she was a bit dull when I took CS201 with her, in this course she was great: lectures were interesting, she explained the concepts thoroughly, and the course was structured nicely with good hws, projects, and exams. This may be because CS342 is more aligned with her area of research."
Susan H. Rodger,2.7,Class was flipped and used materials already available on her course on Coursera. Lectures were sometimes dry but the content of the class is easy. We got out after finishing the in-class assignment 10 minutes early every class. 
Susan H. Rodger,2.7,"This is an easy class w/ not too much hw, however: her lectures are extremely boring and did nothing to enhance my comp sci knowledge. Prof Rodger made attendance mandatory by having forms to fill out every class about the lecture but you don't have to be there to do it. She wasn't helpful in answering questions. If u skip lecture, its not too bad."
